query_run_date,query_period,periods_back,days_back,result_count,date_query_start,date_query_end,doc_id,domain,title,date_published,collection,tags,url,summary
"2014-04-12","years","1","365","59","2013-04-12","2014-04-12","haiyan-google-countryEG-1-10_y1(10)","msnarabia.com","News","","haiyan","google-country","http://msnarabia.com/news/offbeat/","Super <b>Typhoon Haiyan</b>: &#39;Miracle&#39; baby born in Philippines storm rubble &middot; Man <br> Successfully Sues Wife Over Ugly Children &middot; Thief gets away with 140,000 <br> pounds&nbsp;..."
"2014-04-12","years","1","365","366","2013-04-12","2014-04-12","haiyan-google-countryES-1-10_y1(01)","globalgiftfoundation.org","GGF donated $ 50,000 for the affected by typhoon Haiyan | Global Gift","","haiyan","google-country","http://globalgiftfoundation.org/2014/ggf-donated-50000-for-the-affected-by-typhoon-haiyan/","On 8 November, the <b>Typhoon Haiyan</b>, also known as <b>Yolanda</b>, Philippines <br> leaving 7,500 dead swept approx. and over 10,000,000 victims, as reported by <br> the&nbsp;..."
"2014-04-12","years","1","365","366","2013-04-12","2014-04-12","haiyan-google-countryES-1-10_y1(02)","centrofilipinobarcelona.org","Help Campaign of KALIPI for the victims of Typhoon Haiyan (Yolanda)","","haiyan","google-country","http://www.centrofilipinobarcelona.org/apps/blog/show/36813298-help-campaign-of-kalipi-for-the-victims-of-typhoon-haiyan-yolanda-in-the-philippines","Our beloved country Philippines suffered from the attack of the strongest <b>typhoon</b> <br> <b>Haiyan</b> (local name <b>Yolanda</b>) and it made the whole world cry. The devastation&nbsp;..."
"2014-04-12","years","1","365","366","2013-04-12","2014-04-12","haiyan-google-countryES-1-10_y1(03)","wearewater.org","Emergency aid to those affected by typhoon Haiyan","","haiyan","google-country","http://www.wearewater.org/en/emergency-aid-to-those-affected-by-typhoon-haiyan_125934","The problems: At 4.30am on 8 November, the super-<b>typhoon Haiyan</b> (locally <br> known as <b>Yolanda</b>) crossed the Philippines, devastating the Visayas and the&nbsp;..."
"2014-04-12","years","1","365","366","2013-04-12","2014-04-12","haiyan-google-countryES-1-10_y1(04)","claret.org","Philippines Devastated by Typhoon “Haiyan” | Claretian Missionaries","","haiyan","google-country","http://www.claret.org/en/news/12-11-2013/philippines-devastated-typhoon-haiyan","Quezón City (Philippines). After the devastation of <b>typhoon &quot;Haiyan</b>&quot;, we have <br> received the first <b>news</b> of our brothers of the province of the Philippines."
"2014-04-12","years","1","365","366","2013-04-12","2014-04-12","haiyan-google-countryES-1-10_y1(05)","elia-illustration.com","Co·love for the victims of typhoon Haiyan/Yolanda elia illustration ...","","haiyan","google-country","http://www.elia-illustration.com/2013/11/colove-for-victims-of-typhoon.html","Co·love for the victims of <b>typhoon Haiyan</b>/<b>Yolanda</b>. PEOPLE! I share Co-love, a <br> non-profit organization of international artists who donate their artworks to raise&nbsp;..."
"2014-04-12","years","1","365","366","2013-04-12","2014-04-12","haiyan-google-countryES-1-10_y1(06)","carfundacion.es","THE PHILIPPINES TYPHOON STRIKES HOME | CARF","","haiyan","google-country","http://carfundacion.es/tifon-the-philippines-in-first-person/","“Three days after speaking to his mother, Raymun and the rest of the world <br> received the devastating <b>news</b>, <b>Typhoon Haiyan</b> had hit the Philippines at <br> maximum&nbsp;..."
"2014-04-12","years","1","365","366","2013-04-12","2014-04-12","haiyan-google-countryES-1-10_y1(07)","agustinosrecoletos.com","Augustinian Recollects move to Leyte to build community following ...","","haiyan","google-country","http://www.agustinosrecoletos.com/news/view/131-latest-news-actualidad/4642-augustinian-recollects-move-to-leyte-to-build-community-following-the-disaster-of-typhoon-haiyan?lang=en_US","Portal oficial OAR &gt; Up-To-Date &gt; Latest <b>news</b> &gt; Augustinian Recollects move to <br> Leyte to build community following the disaster of <b>Typhoon Haiyan</b>&nbsp;..."
"2014-04-12","years","1","365","366","2013-04-12","2014-04-12","haiyan-google-countryES-1-10_y1(08)","en.roostergnn.com","Who Took the Coconut? — ROOSTERGNN","","haiyan","google-country","http://en.roostergnn.com/politics/2014/01/03/who-took-the-coconut/11283/","Destruction after <b>Typhoon Haiyan</b> in the Philippines | Credit: Jean-Pierre ... But <br> why do I refer to a song from the 1950′s in an <b>article</b> about my recent trip to the&nbsp;..."
"2014-04-12","years","1","365","366","2013-04-12","2014-04-12","haiyan-google-countryES-1-10_y1(09)","savethechildren.es","children&apos;s recommendations for recovery three months after ...","","haiyan","google-country","http://www.savethechildren.es/docs/Ficheros/647/Typhoon_Haiyan_three_months_on_FINAL-1.pdf","affected by <b>Typhoon Haiyan</b> / <b>Yolanda</b>, who were consulted on 14 December ... <br> response to <b>Typhoon Haiyan</b>: Plan International, World Vision and UNICEF."
"2014-04-12","years","1","365","366","2013-04-12","2014-04-12","haiyan-google-countryES-1-10_y1(10)","projects-abroad-la.org","Volunteers Needed in the Philippines for Typhoon Haiyan Disaster ...","","haiyan","google-country","http://www.projects-abroad-la.org/news/?content=2013/volunteers-needed-in-the-philippines-for-typhoon-haiyan-disaster-relief/","Volunteer in the Philippines to help <b>Typhoon Haiyan</b> relief efforts organized by ... <br> <b>News</b> ... In the wake of the recent <b>Typhoon Haiyan</b> disaster in the Philippines,&nbsp;..."
"2014-04-12","years","1","365","40","2013-04-12","2014-04-12","haiyan-google-countryET-1-10_y1(01)","ecahousingforum.eu","In the aftermath of typhoon Haiyan: why emergency shelter is vital","","haiyan","google-country","http://ecahousingforum.eu/2013/11/in-the-aftermath-of-typhoon-haiyan-why-emergency-shelter-is-vital/","The super <b>typhoon Haiyan</b> that swept through the Philippines, locally known as <br> <b>Yolanda</b>, is one of the most powerful storms that the world has ever seen."
"2014-04-12","years","1","365","40","2013-04-12","2014-04-12","haiyan-google-countryET-1-10_y1(02)","iirrblog.com","A Note About Typhoon Haiyan |","","haiyan","google-country","http://iirrblog.com/2013/11/13/a-note-about-typhoon-haiyan/","We all have been watching the <b>news</b> and reading reports of the terrible <br> conditions ... communities in the Philippines are facing in the aftermath of <br> <b>Typhoon Haiyan</b>."
"2014-04-12","years","1","365","40","2013-04-12","2014-04-12","haiyan-google-countryET-1-10_y1(03)","unscn.org","Update on Nutrition Cluster Response to the Typhoon Haiyan 12 ...","","haiyan","google-country","http://unscn.org/files/Newsletters/GNc_Update_Phillipines.pdf","On the 8th November 2013, <b>Typhoon Haiyan</b>, which was the most powerful storm <br> ... (<b>Yolanda</b>), wasting rates range between 7.8 per cent in Region VI to 8.5 per&nbsp;..."
"2014-04-12","years","1","365","40","2013-04-12","2014-04-12","haiyan-google-countryET-1-10_y1(04)","et.undp.org","Resident and Humanitarian Coordinator and government relief ...","","haiyan","google-country","http://www.et.undp.org/content/philippines/en/home/presscenter/pressreleases/2013/12/13/resident-and-humanitarian-coordinator-and-government-relief-official-lead-donor-mission","... and UNDP Resident Representative Luiza Carvalho jointly led a mission <br> yesterday to areas affected by <b>Typhoon Haiyan</b> (known locally as <b>Yolanda</b>) to <br> show&nbsp;..."
"2014-04-12","years","1","365","40","2013-04-12","2014-04-12","haiyan-google-countryET-1-10_y1(05)","owen.org","Let&apos;s help the Philippines — but not like we helped Haiti | Owen ...","","haiyan","google-country","http://www.owen.org/blog/7113","There is an <b>article</b> in the Washington Post about humanitarian relief in the ... <br> Wally Santana/Associated Press – Survivors of <b>Typhoon Haiyan</b> plead with <br> military&nbsp;..."
"2014-04-12","years","1","365","40","2013-04-12","2014-04-12","haiyan-google-countryET-1-10_y1(06)","us.undp.org","UNDP launches cash-for-work programme for destroyed ...","","haiyan","google-country","http://www.us.undp.org/content/turkey/en/home/presscenter/news-from-new-horizons/2013/12/cash-for-work-programme","... removal projects last week by providing cash-for-work to villagers hit hard by <br> <b>typhoon Haiyan</b>. ... For more <b>news</b> from New Horizons: www.yeniufuklar.info/en&nbsp;..."
"2014-04-12","years","1","365","40","2013-04-12","2014-04-12","haiyan-google-countryET-1-10_y1(07)","owen.org","Coordination doesn&apos;t happen by magic | Owen abroad","","haiyan","google-country","http://www.owen.org/blog/7086","From Mr Owen Barder and others. Relief arrives after a typhoon in 2010. Sir, <br> International relief is urgently needed in the Philippines following <b>Typhoon</b> <br> <b>Haiyan</b>,&nbsp;..."
"2014-04-12","years","1","365","40","2013-04-12","2014-04-12","haiyan-google-countryET-1-10_y1(08)","ciatnews.cgiar.org","The world in 2050: on the front line","","haiyan","google-country","http://www.ciatnews.cgiar.org/2013/11/12/the-world-in-2050-on-the-front-line/","Devastation caused by <b>Typhoon Haiyan</b>, with thousands dead, has left the <br> Philippines reeling. As the .... Workshop focuses on food security – Vietnam <br> <b>News</b>."
"2014-04-12","years","1","365","40","2013-04-12","2014-04-12","haiyan-google-countryET-1-10_y1(09)","ecc-platform.org","News and Opinions","","haiyan","google-country","http://www.ecc-platform.org/index.php?option=com_k2&view=itemlist&task=tag&tag=Climate+Diplomacy&Itemid=659","Introduction &middot; <b>News</b> and Opinions &middot; The Initiative &middot; Events and Conferences .... But <br> due to the devastating and tragic impacts of the super-<b>typhoon, Haiyan</b> was&nbsp;..."
"2014-04-12","years","1","365","40","2013-04-12","2014-04-12","haiyan-google-countryET-1-10_y1(10)","ciat.cgiar.org","Georgina Smith, Author at CIAT","","haiyan","google-country","http://ciat.cgiar.org/author/georgina-smith","Vietnam&#39;s National English Newspaper Vietnam <b>News</b> features an <b>article</b> to ... <br> Devastation caused by <b>Typhoon Haiyan</b>, with thousands dead, has left the&nbsp;..."
"2014-04-12","years","1","365","150","2013-04-12","2014-04-12","haiyan-google-countryFI-1-10_y1(01)","yle.fi","Tuomioja: Finland preparing aid for Typhoon Haiyan victims | Yle ...","","haiyan","google-country","http://yle.fi/uutiset/tuomioja_finland_preparing_aid_for_typhoon_haiyan_victims/6926730","<b>News</b> 10.11.2013 16:18 | updated 11.11.2013 9:46 ... <b>Typhoon Haiyan</b> has <br> wrought devastation in the Philippines since it hit the country on Friday. Finland is<br> &nbsp;..."
"2014-04-12","years","1","365","150","2013-04-12","2014-04-12","haiyan-google-countryFI-1-10_y1(02)","finlandtimes.fi","Climate Change: The Philippines Haiyan Typhoon is not the Result ...","","haiyan","google-country","http://www.finlandtimes.fi/column/2013/11/17/3207/Climate-Change:-The-Philippines-Haiyan-Typhoon-is-not-the-Result-of-Global-Warming","While there is no scientific evidence that Super <b>typhoon Haiyan</b> (<b>Yolanda</b>) was <br> the consequence of global warming, the opening statements at the Warsaw&nbsp;..."
"2014-04-12","years","1","365","150","2013-04-12","2014-04-12","haiyan-google-countryFI-1-10_y1(03)","yle.fi","Paper review on Monday: Typhoon Haiyan in the Philippines ...","","haiyan","google-country","http://yle.fi/uutiset/paper_review_on_monday_typhoon_haiyan_in_the_philippines_prospects_for_a_petrol_price_war_and_the_dangers_of_too_little_sleep/6927138","The devastation caused by <b>Typhoon Haiyan</b> in the Philippines dominated the ... <br> Also on the main <b>news</b> page, Helsingin Sanomat presents a sneak peek at a&nbsp;..."
"2014-04-12","years","1","365","150","2013-04-12","2014-04-12","haiyan-google-countryFI-1-10_y1(04)","gbtimes.com","Death toll from Typhoon Haiyan lower than initially estimated, says ...","2013-11-13T09:30:36+02:00","haiyan","google-country","http://gbtimes.com/life/death-toll-typhoon-haiyan-lower-initially-estimated-says-philippine-president","Official death toll from <b>Typhoon Haiyan</b> rises to 1883, relief operations pick up <br> pace. ... According to CBC <b>News</b>, the Tacloban airport, which was damaged in <br> the&nbsp;..."
"2014-04-12","years","1","365","150","2013-04-12","2014-04-12","haiyan-google-countryFI-1-10_y1(05)","slush.org","Slush Helps the Finnish Red Cross To Pass The Message","","haiyan","google-country","http://www.slush.org/2013/11/slush-helps-finnish-red-cross/","VICTIMS OF <b>TYPHOON HAIYAN</b> IN THE PHILIPPINES NEED YOUR HELP. We <br> have all heard about the typhoon that hit the Philippines on ... Categories. <b>News</b>&nbsp;..."
"2014-04-12","years","1","365","150","2013-04-12","2014-04-12","haiyan-google-countryFI-1-10_y1(06)","lline.fi","Education for resilience - LLinE","","haiyan","google-country","http://www.lline.fi/en/news/11022014/education-for-resilience","Finally, the <b>article</b> examines how education for resilience programs can be ... The <br> <b>typhoon Haiyan</b> that struck the Philippines in November serves as an example&nbsp;..."
"2014-04-12","years","1","365","150","2013-04-12","2014-04-12","haiyan-google-countryFI-1-10_y1(07)","redcross.fi","News | Red Cross","","haiyan","google-country","http://www.redcross.fi/news","The Finnish Red Cross helps Filipinos who lost their livelihood to <b>typhoon Haiyan</b> <br> and helps them to buy building supplies. The clinic that was sent from Finland&nbsp;..."
"2014-04-12","years","1","365","150","2013-04-12","2014-04-12","haiyan-google-countryFI-1-10_y1(08)","catself.com","News : CATSELF.com","","haiyan","google-country","http://www.catself.com/news.php","CATSELF <b>News</b>. ... Album and gig <b>news</b>. Posted at: 2014-02-13 ... It is a benefit <br> concert organised in support of the survivors of <b>Typhoon Haiyan</b>. The concert will<br> &nbsp;..."
"2014-04-12","years","1","365","150","2013-04-12","2014-04-12","haiyan-google-countryFI-1-10_y1(09)","redcross.fi","The Philippines: Finnish Red Cross emergency appeal off to a quick ...","","haiyan","google-country","http://www.redcross.fi/news/20131112/philippines-finnish-red-cross-emergency-appeal-quick-start","The Finnish Red Cross collection to help victims of <b>typhoon Haiyan</b> in the <br> Philippines is off to a quick start. Collection centers have been set up in various <br> parts of&nbsp;..."
"2014-04-12","years","1","365","150","2013-04-12","2014-04-12","haiyan-google-countryFI-1-10_y1(10)","beatpixels.net","news - beatpixels.","","haiyan","google-country","http://www.beatpixels.net/news","This major <b>coverage</b> is not going to last much longer, the Philippine Disaster ... <br> http://www.sixteen-nine.net/2013/11/17/finnish-doohgood-<b>typhoon-haiyan</b>-spots/<br> &nbsp;..."
"2014-04-12","years","1","365","48","2013-04-12","2014-04-12","haiyan-google-countryFJ-1-10_y1(01)","islandsbusiness.com","Palau assesses damage after Super Typhoon Haiyan - Palau ...","Fri 08 Nov 2013","haiyan","google-country","http://www.islandsbusiness.com/news/palau/3525/palau-assesses-damage-after-super-typhoon-haiyan/","Super <b>Typhoon Haiyan</b> pounded Palau and parts of Micronesia early Thursday <br> morning, packing winds of up to 250 kilometres ... View more Latest <b>News</b> stories."
"2014-04-12","years","1","365","48","2013-04-12","2014-04-12","haiyan-google-countryFJ-1-10_y1(02)","fijitimes.com","Typhoon Haiyan - Fiji Times Online","","haiyan","google-country","http://www.fijitimes.com/story.aspx?id=250834","<b>Typhoon Haiyan</b>. <b>News</b>.Com.Au Sunday, November 10, 2013. AS of 1pm (Fiji <br> time) yesterday, at least four people had been killed and more than half a million<br> &nbsp;..."
"2014-04-12","years","1","365","48","2013-04-12","2014-04-12","haiyan-google-countryFJ-1-10_y1(03)","lowyinstitute.org","Typhoon Haiyan: Disaster response highlights diplomacy of aid ...","","haiyan","google-country","http://www.lowyinstitute.org/publications/typhoon-haiyan-disaster-response-highlights-diplomacy-aid-boosts-countries-influence","In this piece for ABC <b>News</b>, Rory Medcalf looks at the strategic consequences <br> already evident in responses to <b>Typhoon Haiyan</b> in Asia."
"2014-04-12","years","1","365","48","2013-04-12","2014-04-12","haiyan-google-countryFJ-1-10_y1(04)","wppf.org","Christmas in Tacloban after Typhoon Haiyan","","haiyan","google-country","http://www.wppf.org/index.php/news/1678-christmas-in-tacloban-after-typhoon-haiyan","The impact of <b>Typhoon Haiyan</b> is still widely felt in the city, as residents try to get <br> on .... WHO-World health report 2013: Research for universal health <b>coverage</b>&nbsp;..."
"2014-04-12","years","1","365","48","2013-04-12","2014-04-12","haiyan-google-countryFJ-1-10_y1(05)","phtpacific.org","Home &gt; Crises &gt; 2013-11 Typhoon Haiyan | Pacific Humanitarian ...","","haiyan","google-country","http://www.phtpacific.org/disaster-emergency/2013-11-typhoon-haiyan","Palau: <b>Typhoon Haiyan</b> - Intial Damage Reports - 22 Novemner 2013. 2013-11 <br> <b>Typhoon</b> ... <b>Typhoon Haiyan</b> - FSM initial damage reports. 2013-11 .... IRIN <b>News</b>."
"2014-04-12","years","1","365","48","2013-04-12","2014-04-12","haiyan-google-countryFJ-1-10_y1(06)","inclusiveinsuranceasia.com","Championing Microinsurance in Typhoon-ravaged Philippines","","haiyan","google-country","http://www.inclusiveinsuranceasia.com/news-events/press-releases/championing-microinsurance-in-typhoon-ravaged-philippines/","The devastation that <b>typhoon Haiyan</b> wrought in the central region of the <br> Philippines in ... At 25 pesos (USD.26 cents for a four-month <b>coverage</b>, clients <br> can claim&nbsp;..."
"2014-04-12","years","1","365","48","2013-04-12","2014-04-12","haiyan-google-countryFJ-1-10_y1(07)","pina.com.fj","President Mori signs FSM climate change measure, concludes ...","","haiyan","google-country","http://www.pina.com.fj/?p=pacnews&m=read&o=130256887352dc799b96c6a5ed7f7f","Journalism workshops and trainings, pacific <b>news</b>, world <b>news</b> and in-depth ... for <br> the victims of <b>Typhoon Haiyan</b> in the Republic of the Philippines, Republic of&nbsp;..."
"2014-04-12","years","1","365","48","2013-04-12","2014-04-12","haiyan-google-countryFJ-1-10_y1(08)","research.usp.ac.fj","ADB&apos;s Chilling Report on Pacific Climate Change","","haiyan","google-country","http://www.research.usp.ac.fj/?p=1389","The report is being released against the backdrop of Super <b>Typhoon Haiyan</b>/<br> <b>Yolanda</b>, which struck the Philippines Nov. 8, taking the lives of at least 5,240&nbsp;..."
"2014-04-12","years","1","365","48","2013-04-12","2014-04-12","haiyan-google-countryFJ-1-10_y1(09)","josimalaya.com","JSA - news","","haiyan","google-country","http://www.josimalaya.com/news.html","<b>Typhoon Haiyan</b> Relief. 11/12/2013 ... Deepest condolences to all who are <br> grieving the losses arising from Typhoon <b>Yolanda</b>, International name: Haiyan."
"2014-04-12","years","1","365","48","2013-04-12","2014-04-12","haiyan-google-countryFJ-1-10_y1(10)","crosbiew.blogspot.com","Global Warming and Human Rights: Relativities and Priorities | Croz ...","29th November 2013","haiyan","google-country","http://crosbiew.blogspot.com/2013/11/global-warming-and-human-rights.html","The report is being released against the backdrop of Super <b>Typhoon Haiyan</b>/<br> <b>Yolanda</b>, which struck the Philippines Nov. 8, taking the lives of at least 5,240&nbsp;..."
"2014-04-12","years","1","365","1","2013-04-12","2014-04-12","haiyan-google-countryFK-1-10_y1(01)","fitv.co.fk","Falkland Islands Television -News","","haiyan","google-country","http://www.fitv.co.fk/January%202014/FITV%20Website%20news%20phillipines%20update.html","<b>Typhoon Haiyan</b> struck the Philippines with devastating effect to Tacloban, Cebu <br> and many other of the surrounding areas, leaving people homeless and&nbsp;..."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryFM-1-10_y1(01)","kpress.info","Kaselehlie Press - Pohnpei Community helps Typhoon Haiyan Victims","","haiyan","google-country","http://www.kpress.info/index.php/site-map/779-pohnpei-community-helps-typhoon-haiyan-victims","Pohnpei Community helps <b>Typhoon Haiyan</b> Victims ... It is feared that the death <br> toll would reach 10,000 and that according to an NBC <b>news article</b>, the total cost<br> &nbsp;..."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryFM-1-10_y1(02)","fsmcongress.fm","FSM Congress News","","haiyan","google-country","http://www.fsmcongress.fm/CFSM%20news/18thCFSM/CFSM%20News%20No.14-13.html","On the heels of the Climate Change Act was CA 18-25 to appropriate $225,000 <br> towards humanitarian relief efforts for victims of Super <b>Typhoon Haiyan</b> with&nbsp;..."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryFM-1-10_y1(03)","kpress.info","Filipino community organizes fund raiser for Haiyan victims","","haiyan","google-country","http://www.kpress.info/index.php/site-map/910-filipino-community-organizes-fund-raiser-for-haiyan-victims","... and scantily publicized fundraiser for <b>Typhoon Haiyan</b> victims at the Pohnpei <br> Campus gymnasium of the College of Micronesia - FSM. filipino ... Latest <b>News</b>."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryFM-1-10_y1(04)","micronesiaforum.org","Yap Government fails to provide Haiyan Relief to its citizens ...","","haiyan","google-country","http://www.micronesiaforum.org/index.php?p=/discussion/11487/yap-government-fails-to-provide-haiyan-relief-to-its-citizens/p1","<b>Typhoon Haiyan</b> affected two of Yap outer islands (Eauripik and Ngulu) the most, <br> .... In an <b>article</b> it stated there were 6 residents on Ngulu, but that I am not sure&nbsp;..."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryFM-1-10_y1(05)","fsmgov.org","FSS Micronesia Coast Watch Patrol 2013","","haiyan","google-country","http://www.fsmgov.org/press/pr12061b.htm","The scheduled Patrol took place in the wake of Super <b>Typhoon Haiyan</b>. The FSS <br> ... Return to the <b>News</b> and Public Statements Page Return to the FSM&nbsp;..."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryFM-1-10_y1(06)","fsmpio.fm","President Mori signs FSM Climate Change Act and concludes ...","","haiyan","google-country","http://www.fsmpio.fm/RELEASES/2014/jan_14/01_03_14.html","... for the victims of <b>Typhoon Haiyan</b> in the Republic of the Philippines,Republic of <br> ... have become laws pursuant to <b>Article</b> IX Section 22 of the FSM Constitution."
"2014-04-12","years","1","365","7","2013-04-12","2014-04-12","haiyan-google-countryFM-1-10_y1(07)","the4rthbranch.com","Climate Change, COFA Nations — The Fourth Branch","","haiyan","google-country","http://www.the4rthbranch.com/articles/2014/2/18/climate-change-cofa-nations","... of <b>Typhoon Haiyan</b> in the Republic of the Philippines, the Republic of Palau, <br> the ... Island Business. http://www.islandsbusiness.com/<b>news</b>/federated-states-of-<br> &nbsp;..."
"2014-04-12","years","1","365","1310","2013-04-12","2014-04-12","haiyan-google-countryFR-1-10_y1(01)","unesco.org","UNESCO Responds to the Haiyan/Yolanda Typhoon in the Philippines","","haiyan","google-country","http://www.unesco.org/new/en/jakarta/about-this-office/single-view/news/unesco_responds_to_the_haiyanyolanda_typhoon_in_the_philippines/","In the early hours of the morning of Friday, 8 November 2013 the super <b>typhoon</b> <br> <b>Haiyan</b>/<b>Yolanda</b> -a maximum category-five storm- struck the Phillipines."
"2014-04-12","years","1","365","1310","2013-04-12","2014-04-12","haiyan-google-countryFR-1-10_y1(02)","acted.org","Haiyan crisis: ACTED&apos;s response and call for mobilisation | ACTED","","haiyan","google-country","http://www.acted.org/en/haiyan-crisis-acteds-response-and-call-mobilisation","<b>news</b> | November 11, 2013 | Philippines | Emergency ... <b>Typhoon Haiyan</b> struck <br> heavily the Philippines on Friday 8th: some 10,000 people could have been&nbsp;..."
"2014-04-12","years","1","365","1310","2013-04-12","2014-04-12","haiyan-google-countryFR-1-10_y1(03)","irinnews.org","IRIN Asia | Displaced first by Typhoon Haiyan, now an oil spill ...","","haiyan","google-country","http://www.irinnews.org/fr/report/99231/displaced-first-by-typhoon-haiyan-now-an-oil-spill","Powerful storm surges brought by <b>Typhoon Haiyan</b>, locally known as <b>Yolanda</b>, <br> carried ashore the power barge run by the government-owned National Power&nbsp;..."
"2014-04-12","years","1","365","1310","2013-04-12","2014-04-12","haiyan-google-countryFR-1-10_y1(04)","foodsecuritycluster.net","Typhoon Haiyan (Yolanda) Philippines Operation | FOOD ...","","haiyan","google-country","http://foodsecuritycluster.net/news/typhoon-haiyan-yolanda-philippines-operation","In response to the devastating impact of <b>Typhoon Haiyan</b> (<b>Yolanda</b>), the <br> Government of the Republic of the Philippines welcomed international assistance <br> on 9&nbsp;..."
"2014-04-12","years","1","365","1310","2013-04-12","2014-04-12","haiyan-google-countryFR-1-10_y1(05)","france24.com","WEB NEWS - Online mobilisation to help typhoon Haiyan victims ...","","haiyan","google-country","http://www.france24.com/en/20131111-online-mobilization-to-help-typhoon-haiyan-victims/","Today on the net: online mobilization to help victims of <b>typhoon Haiyan</b>; web <br> users comment on the Maldives&#39; political crisis; and a time lapse video of a hot air<br> &nbsp;..."
"2014-04-12","years","1","365","1310","2013-04-12","2014-04-12","haiyan-google-countryFR-1-10_y1(06)","pearltrees.com","Typhoon Haiyan Case Study - Nov 2013 | Pearltrees","","haiyan","google-country","http://www.pearltrees.com/robgeog/typhoon-haiyan-case-study-2013/id9774018","<b>Typhoon Haiyan</b>: how does it compare to other tropical cyclones? | <b>News</b> Hitting <br> the Philippines with winds of 195mph, <b>typhoon Haiyan</b> has been described as&nbsp;..."
"2014-04-12","years","1","365","1310","2013-04-12","2014-04-12","haiyan-google-countryFR-1-10_y1(07)","france24.com","WEB NEWS - Typhoon Haiyan: survivors search for relatives ...","","haiyan","google-country","http://www.france24.com/en/20131113-internet-philippines-typhoon-haiyan-survivors-search-for-relatives%20/","Today on the net: survivors of <b>typhoon Haiyan</b> search for missing loved ones; <br> activists in India campaign for more women in parliament; and an American artist<br> &nbsp;..."
"2014-04-12","years","1","365","1310","2013-04-12","2014-04-12","haiyan-google-countryFR-1-10_y1(08)","blog.avast.com","avast! blog » AVAST donates to Typhoon Haiyan recovery efforts","","haiyan","google-country","http://blog.avast.com/2013/11/13/avast-donates-to-typhoon-haiyan-recovery-efforts/","How to avoid scammers taking advantage of <b>Typhoon Haiyan</b> ... For all the latest <br> <b>news</b>, fun and contest information, please follow us on Facebook, Twitter and&nbsp;..."
"2014-04-12","years","1","365","1310","2013-04-12","2014-04-12","haiyan-google-countryFR-1-10_y1(09)","france24.com","WEB NEWS - Philippines: Typhoon Haiyan victims complain about ...","","haiyan","google-country","http://www.france24.com/en/20140122-philippines-controversy-typhoon-haiyan-victims-rehouse/","Coming up in this edition: controversy in the Philippines over efforts to rehouse <br> victims of <b>typhoon Haiyan</b>; athletes worldwide take to the web in the run up to the<br> &nbsp;..."
"2014-04-12","years","1","365","1310","2013-04-12","2014-04-12","haiyan-google-countryFR-1-10_y1(10)","newsletter.gmes.info","The Copernicus Emergency Management Service activated to ...","","haiyan","google-country","http://newsletter.gmes.info/article/copernicus-emergency-management-service-activated-assess-typhoon-haiyan-damage","On the 8th of November (UTC) <b>Typhoon Haiyan</b> hit the Philippines leaving ... The <br> typhoon, known as <b>Yolanda</b> in the Philippines, sustained winds of up to 295&nbsp;..."
"2014-04-12","years","1","365","1","2013-04-12","2014-04-12","haiyan-google-countryGA-1-10_y1(01)","traveling.ga","Oceania | Traveling Time","","haiyan","google-country","http://www.traveling.ga/category/oceania","I spent last weekend bunkered down in my room writing a blog waiting for Super <br> <b>Typhoon Haiyan</b> to hit the Central coast of Vietnam quietly praying and hoping&nbsp;..."
"2014-04-12","years","1","365","5","2013-04-12","2014-04-12","haiyan-google-countryGD-1-10_y1(01)","spiceislander.com","Religious News | Spiceislander.com","","haiyan","google-country","http://spiceislander.com/?cat=78","Super <b>Typhoon Haiyan</b> barreled across the central islands of the archipelago <br> over the weekend, flattening entire towns with 195-mph sustained winds ."
"2014-04-12","years","1","365","5","2013-04-12","2014-04-12","haiyan-google-countryGD-1-10_y1(02)","caribbeannewsnow.com","Caribbean News Now!: Commentary: Of Haiti and the Philippines","","haiyan","google-country","http://www.caribbeannewsnow.com/headline-Commentary%3A-Of-Haiti-and-the-Philippines-18778.html","<b>Typhoon Haiyan</b>, locally called <b>Yolanda</b>, that hit the Philippines on November 8, <br> 2013, caused immense material destruction and the death of some 4,000&nbsp;..."
"2014-04-12","years","1","365","5","2013-04-12","2014-04-12","haiyan-google-countryGD-1-10_y1(03)","spiceislander.com","In the Philippines, an outpouring of prayer and support in wake of ...","","haiyan","google-country","http://spiceislander.com/?p=11462","Super <b>Typhoon Haiyan</b> barreled across the central islands of the ... winds and a <br> massive storm surge more often associated with a tsunami, <b>news</b> reports said."
"2014-04-12","years","1","365","5","2013-04-12","2014-04-12","haiyan-google-countryGD-1-10_y1(04)","grenadabroadcast.com","Grenada Broadcast - George Grant - FERGGIE WRITES TO NIKKI...","","haiyan","google-country","http://www.grenadabroadcast.com/news/all-news/16659-ferggie-writes-to-nikki","<b>Typhoon Haiyan</b> and the associated storm surge which recently devastated the ... <br> Permit me to draw to your attention a May 2013 <b>article</b>, Encroaching sea&nbsp;..."
